timestamp,user_id,username,action,resource,resource_sensitivity,status,source_ip,time_classification,sensitivity_score,time_risk_score,action_risk_score,hour,dow,month,year_month,is_weekend,is_offhours,is_export,is_failure,pct_offhours,pct_export,pct_failure,mean_sensitivity,max_sensitivity,total_events,department,job_title,privilege_level,days_inactive,stale_account,role_pct_offhours,role_pct_export,role_mean_sens,role_pct_failure,offhours_deviation,export_deviation,failure_deviation,sensitivity_above_base,is_first_time_resource,cross_dept_access,priv_mismatch,admin_op_by_nonadmin,stale_account_active,ml_score,risk_score,severity,is_anomaly,y_true_pseudo,y_pred
2025-04-21 05:58:00,USR00057,zainab.jo,export_data,File_Share,low,success,192.168.66.185,business_hours,1,0,4,5,0,4,2025-04,0,0,1,0,0.25,0.25,0.0625,2.125,3,16,Sales,Architect,admin,14,0,0.27175980585071496,0.1461038961038961,2.104273252000525,0.06604191263282172,0.0,0.75,0.0,0.0,1,0,0,0,0,38.13,38.1,LOW,0,0,0
2025-04-21 21:44:00,USR00079,varun.weber,sql_query,Customer_Vault,high,success,192.168.4.1,business_hours,3,0,2,21,0,4,2025-04,0,0,0,0,0.29411764705882354,0.058823529411764705,0.0,1.8235294117647058,3,17,Engineering,Engineer,user,52,1,0.23935710511772992,0.1583182788847016,2.241957730951539,0.049750018955619854,0.0,0.0,0.0,1.1765,1,1,1,0,1,17.35,43.3,MEDIUM,1,1,1
2025-04-22 09:18:00,USR00085,varun.rao,api_call,HRIS,high,success,192.168.200.228,night,3,3,1,9,1,4,2025-04,0,1,0,0,0.3076923076923077,0.07692307692307693,0.07692307692307693,2.230769230769231,3,13,Marketing,Developer,user,44,1,0.23935710511772992,0.1583182788847016,2.241957730951539,0.049750018955619854,0.6923,0.0,0.0,0.7692,1,1,1,0,1,59.05,85.0,CRITICAL,1,1,1
2025-04-22 15:52:00,USR00037,ronald.wilson,admin_operation,HRIS,high,success,192.168.45.173,business_hours,3,0,3,15,1,4,2025-04,0,0,0,0,0.15384615384615385,0.15384615384615385,0.15384615384615385,2.230769230769231,3,13,Finance,Coordinator,power-user,25,0,0.25958286882199927,0.18893534002229656,2.232288182831661,0.05753437383872166,0.0,0.0,0.0,0.7692,1,1,0,0,0,6.54,24.5,LOW,0,1,0
2025-04-23 06:57:00,USR00048,xiulan.colombo,export_data,GL_System,high,success,192.168.235.133,weekend,3,1,4,6,2,4,2025-04,0,0,1,0,0.3157894736842105,0.10526315789473684,0.05263157894736842,2.0526315789473686,3,19,Compliance,Administrator,user,34,1,0.23935710511772992,0.1583182788847016,2.241957730951539,0.049750018955619854,0.0,0.8947,0.0,0.9474,1,0,1,0,1,93.27,100.0,CRITICAL,1,0,1
2025-04-24 00:09:00,USR00032,pooja.martin,admin_operation,Admin_Console,medium,success,192.168.250.93,night,2,3,3,0,3,4,2025-04,0,1,0,0,0.38461538461538464,0.07692307692307693,0.0,2.5384615384615383,3,13,Support,Coordinator,user,13,0,0.23935710511772992,0.1583182788847016,2.241957730951539,0.049750018955619854,0.6154,0.0,0.0,0.0,1,1,0,1,0,70.43,82.4,CRITICAL,1,1,1
2025-04-24 03:19:00,USR00015,sophia.white,login,HRIS,high,success,192.168.241.25,business_hours,3,0,1,3,3,4,2025-04,0,0,0,0,0.18181818181818182,0.0,0.18181818181818182,2.4545454545454546,3,11,Security,Developer,admin,24,0,0.27175980585071496,0.1461038961038961,2.104273252000525,0.06604191263282172,0.0,0.0,0.0,0.5455,1,1,0,0,0,1.65,19.7,LOW,0,1,0
2025-04-27 16:47:00,USR00017,diya.schulz,sql_query,BI_Tool,low,success,192.168.172.14,unusual_hours,1,2,2,16,6,4,2025-04,1,1,0,0,0.3333333333333333,0.25,0.0,2.0833333333333335,3,12,Executive,Manager,power-user,46,1,0.25958286882199927,0.18893534002229656,2.232288182831661,0.05753437383872166,0.6667,0.0,0.0,0.0,1,0,0,0,1,23.21,23.2,LOW,0,0,0
2025-04-28 06:43:00,USR00036,nicholas.harris,admin_operation,Admin_Console,medium,success,192.168.210.146,business_hours,2,0,3,6,0,4,2025-04,0,0,0,0,0.2,0.1,0.1,2.7,3,10,Marketing,Analyst,user,40,1,0.23935710511772992,0.1583182788847016,2.241957730951539,0.049750018955619854,0.0,0.0,0.0,0.0,1,1,0,1,1,11.69,38.7,LOW,0,1,0
2025-04-29 22:34:00,USR00010,jacob.patel,sql_query,HRIS,high,success,192.168.208.90,business_hours,3,0,2,22,1,4,2025-04,0,0,0,0,0.3333333333333333,0.16666666666666666,0.0,2.5,3,12,Marketing,Architect,user,1,0,0.23935710511772992,0.1583182788847016,2.241957730951539,0.049750018955619854,0.0,0.0,0.0,0.5,1,1,1,0,0,2.71,28.7,LOW,0,1,0
